GeneName	xref_id	HN1.5	Proteo
NECAP2	55707	-10	NA
NECTIN1	5818	-115	NA
NECTIN2	5819	2	NA
NECTIN3	25945	4	NA
NECTIN4	81607	81	NA
NEDD1	121441	-40	NA
NEDD4	4734	-20	NA
NEDD4L	23327	90	NA
NEDD8	4738	-36	NA
NEDD8-MDP1	100528064	-18	NA
NEDD9	4739	90	NA
NEFH	4744	-43	NA
NEFL	4747	24	NA
NEFM	4741	15	NA
NEGR1	257194	9	NA
NEIL1	79661	105	NA
NEIL2	252969	-1	NA
NEIL3	55247	-77	NA
NEK1	4750	-20	NA
NEK10	152110	-55	NA
NEK11	79858	11	NA
NEK2	4751	1	NA
NEK3	4752	-85	NA
NEK4	6787	-67	NA
NEK5	341676	14	NA
NEK6	10783	111	NA
NEK7	140609	24	NA
NEK9	91754	-63	NA
NELFA	7469	5	NA
NELFB	25920	5	NA
NELFCD	51497	-11	NA
NELFE	7936	-70	NA
NELL1	4745	6	NA
NELL2	4753	-8	NA
NEMF	9147	-56	NA
NEMP1	23306	23	NA
NEMP2	100131211	-41	NA
NENF	29937	7	NA
NEO1	4756	10	NA
NEPRO		-8	NA
NES	10763	-64	NA
NET1	10276	-47	NA
NETO1	81832	-7	NA
NETO2	81831	-93	NA
NEU1	4758	34	NA
NEU2	4759	14	NA
NEU3	10825	-97	NA
NEU4	129807	37	NA
NEURL1	9148	51	NA
NEURL1B	54492	4	NA
NEURL2	140825	-3	NA
NEURL3	93082	58	NA
NEURL4	84461	-69	NA
NEUROD1	4760	0	NA
NEUROD2	4761	2	NA
NEUROD6	63974	-9	NA
NEUROG1	4762	-18	NA
NEUROG2	63973	10	NA
NEUROG3	50674	43	NA
NEXMIF	340533	63	NA
NEXN	91624	-83	NA
NF1	4763	28	NA
NF2	4771	-96	NA
NFAM1	150372	18	NA
NFASC	23114	21	NA
NFAT5	10725	47	NA
NFATC1	4772	25	NA
NFATC2	4773	60	NA
NFATC2IP	84901	-45	NA
NFATC3	4775	-70	NA
NFATC4	4776	133	NA
NFE2	4778	1	NA
NFE2L1	4779	98	NA
NFE2L2	4780	-29	NA
NFE2L3	9603	-52	NA
NFE4	58160	27	NA
NFIA	4774	-81	NA
NFIB	4781	-22	NA
NFIC	4782	-52	NA
NFIL3	4783	322	NA
NFIX	4784	-18	NA
NFKB1	4790	-62	NA
NFKB2	4791	89	NA
NFKBIA	4792	23	NA
NFKBIB	4793	-112	NA
NFKBIE	4794	-57	NA
NFKBIL1	4795	69	NA
NFKBIZ	64332	-31	NA
NFRKB	4798	3	NA
NFS1	9054	-71	NA
NFU1	27247	-28	NA
NFX1	4799	-28	NA
NFXL1	152518	-41	NA
NFYA	4800	-19	NA
NFYB	4801	-33	NA
NFYC	4802	-55	NA
NGB	58157	39	NA
NGDN	25983	-76	NA
NGEF	25791	47	NA
NGF	4803	20	NA
NGFR	4804	80	NA
NGLY1	55768	134	NA
NGRN	51335	-98	NA
NHEJ1	79840	12	NA
NHLH1	4807	-12	NA
NHLH2	4808	-17	NA
NHLRC1	378884	-74	NA
NHLRC2	374354	-35	NA
NHLRC3	387921	-34	NA
NHLRC4	283948	80	NA
NHP2	55651	-99	NA
NHS	4810	46	NA
NHSL1	57224	-17	NA
NHSL2	340527	-18	NA
NICN1	84276	12	NA
NID1	4811	12	NA
NID2	22795	5	NA
NIF3L1	60491	-68	NA
NIFK	84365	-109	NA
NIM1K	167359	195	NA
NIN	51199	-23	NA
NINJ1	4814	-52	NA
NINJ2	4815	-45	NA
NINL	22981	-14	NA
NIP7	51388	-197	NA
NIPA1	123606	48	NA
NIPA2	81614	-122	NA
NIPAL1	152519	10	NA
NIPAL2	79815	-16	NA
NIPAL3	57185	24	NA
NIPAL4	348938	-53	NA
NIPBL	25836	-3	NA
NIPSNAP1	8508	-41	NA
NIPSNAP2	2631	-18	NA
NIPSNAP3A	25934	-31	NA
NIPSNAP3B	55335	11	NA
NISCH	11188	24	NA
NIT1	4817	-11	NA
NIT2	56954	-77	NA
NKAIN1	79570	69	NA
NKAIN2	154215	-16	NA
NKAIN3	286183	-35	NA
NKAIN4	128414	20	NA
NKAP	79576	25	NA
NKAPD1	55216	-21	NA
NKAPL	222698	8	NA
NKD1	85407	4	NA
NKD2	85409	85	NA
NKG7	4818	2	NA
NKIRAS1	28512	-46	NA
NKIRAS2	28511	-45	NA
NKPD1	284353	75	NA
NKRF	55922	-78	NA
NKTR	4820	29	NA
NKX1-1	54729	0	NA
NKX1-2	390010	1	NA
NKX2-1	7080	136	NA
NKX2-2	4821	-33	NA
NKX2-3	159296	-26	NA
NKX2-4	644524	-19	NA
NKX2-5	1482	-2	NA
NKX2-6	137814	-18	NA
NKX2-8	26257	-29	NA
NKX3-1	4824	-98	NA
NKX3-2	579	62	NA
NKX6-1	4825	-25	NA
NKX6-2	84504	15	NA
NKX6-3	157848	1	NA
NLE1	54475	-98	NA
NLGN1	22871	-11	NA
NLGN2	57555	93	NA
NLGN3	54413	42	NA
NLGN4X	57502	23	NA
NLGN4Y	22829	-1	NA
NLK	51701	-63	NA
NLN	57486	-94	NA
NLRC3	197358	71	NA
NLRC4	58484	-19	NA
NLRC5	84166	-137	NA
NLRP1	22861	36	NA
NLRP10	338322	67	NA
NLRP11	204801	-19	NA
NLRP12	91662	27	NA
NLRP13	126204	19	NA
NLRP14	338323	-12	NA
NLRP2	55655	-46	NA
NLRP2B	286430	-7	NA
NLRP3	114548	45	NA
NLRP4	147945	-23	NA
NLRP5	126206	25	NA
NLRP6	171389	-20	NA
NLRP7	199713	6	NA
NLRP8	126205	14	NA
NLRP9	338321	25	NA
NLRX1	79671	-30	NA
NMB	4828	88	NA
NMBR	4829	-24	NA
NMD3	51068	-44	NA
NME1	4830	-146	NA
NME1-NME2	654364	-61	NA
NME2	4831	-49	NA
NME3	4832	-95	NA
NME4	4833	-33	NA
NME5	8382	-93	NA
NME6	10201	-78	NA
NME7	29922	-9	NA
NME8	51314	-9	NA
NME9	347736	55	NA
NMI	9111	-116	NA
NMNAT1	64802	-36	NA
NMNAT2	23057	-38	NA
NMNAT3	349565	-7	NA
NMRAL1	57407	-52	NA
NMRK1	54981	38	NA
NMRK2	27231	0	NA
NMS	129521	-8	NA
NMT1	4836	-64	NA
NMT2	9397	6	NA
NMU	10874	7	NA
NMUR1	10316	64	NA
NMUR2	56923	-3	NA
NNAT	4826	64	NA
NNMT	4837	-15	NA
NNT	23530	-57	NA
NOA1	84273	-5	NA
NOB1	28987	-29	NA
NOBOX	135935	-4	NA
NOC2L	26155	-110	NA
NOC3L	64318	-139	NA
NOC4L	79050	-166	NA
NOCT	25819	90	NA
NOD1	10392	-75	NA
NOD2	64127	85	NA
NODAL	4838	-36	NA
NOG	9241	231	NA
NOL10	79954	-137	NA
NOL11	25926	-151	NA
NOL12	79159	-210	NA
NOL4	8715	39	NA
NOL4L	140688	42	NA
NOL6	65083	-238	NA
NOL7	51406	-63	NA
NOL8	55035	-93	NA
NOL9	79707	-89	NA
NOLC1	9221	-184	NA
NOM1	64434	-101	NA
NOMO1	23420	4	NA
NOMO2	283820	-11	NA
NOMO3	408050	-49	NA
NONO	4841	-47	NA
NOP10	55505	-49	NA
NOP14	8602	-119	NA
NOP16	51491	-209	NA
NOP2	4839	-221	NA
NOP53	29997	72	NA
NOP56	10528	-193	NA
NOP58	51602	-142	NA
NOP9	161424	-135	NA
NOS1	4842	17	NA
NOS1AP	9722	12	NA
NOS2	4843	17	NA
NOS3	4846	-16	NA
NOSIP	51070	-49	NA
NOSTRIN	115677	5	NA
NOTCH1	4851	24	NA
NOTCH2	4853	-10	NA
NOTCH2NLA	388677	-18	NA
NOTCH3	4854	121	NA
NOTCH4	4855	43	NA
NOTO	344022	11	NA
NOTUM	147111	76	NA
NOVA1	4857	-41	NA
NOVA2	4858	85	NA
NOX1	27035	-29	NA
NOX3	50508	-7	NA
NOX4	50507	67	NA
NOX5	79400	28	NA
NOXA1	10811	36	NA
NOXO1	124056	13	NA
NOXRED1	122945	79	NA
NPAP1	23742	16	NA
NPAS1	4861	77	NA
NPAS2	4862	84	NA
NPAS3	64067	3	NA
NPAS4	266743	2	NA
NPAT	4863	-23	NA
NPB	256933	3	NA
NPBWR1	2831	37	NA
NPBWR2	2832	3	NA
NPC1	4864	39	NA
NPC1L1	29881	87	NA
NPC2	10577	40	NA
NPDC1	56654	-24	NA
NPEPL1	79716	-17	NA
NPEPPS	9520	154	NA
NPFF	8620	15	NA
NPFFR1	64106	44	NA
NPFFR2	10886	21	NA
NPHP1	4867	-39	NA
NPHP3	27031	114	NA
NPHP3-ACAD11	100532724	97	NA
NPHP4	261734	56	NA
NPHS1	4868	54	NA
NPHS2	7827	-3	NA
NPIPA1	9284	91	NA
NPIPA2	642799	44	NA
NPIPA3	642778	47	NA
NPIPA5	100288332	19	NA
NPIPA7	101059938	34	NA
NPIPA8	101059953	61	NA
NPIPA9	105376752	34	NA
NPIPB11	728888	-14	NA
NPIPB12	440353	24	NA
NPIPB13	613037	25	NA
NPIPB15	440348	6	NA
NPIPB2	729978	78	NA
NPIPB3	23117	20	NA
NPIPB4	440345	24	NA
NPIPB5	100132247	34	NA
NPIPB6	728741	63	NA
NPIPB7	440350	93	NA
NPIPB8	728734	68	NA
NPIPB9	100507607	63	NA
NPL	80896	-98	NA
NPLOC4	55666	-106	NA
NPM1	4869	-40	U2904 1% and  U2932 1%
NPM2	10361	-12	NA
NPM3	10360	-167	NA
NPNT	255743	26	NA
NPPA	4878	6	NA
NPPB	4879	119	NA
NPPC	4880	62	NA
NPR1	4881	17	NA
NPR2	4882	35	NA
NPR3	4883	93	NA
NPRL2	10641	-1	NA
NPRL3	8131	-74	NA
NPS	594857	0	NA
NPSR1	387129	9	NA
NPTN	27020	-9	NA
NPTX2	4885	-38	NA
NPTXR	23467	3	NA
NPVF	64111	0	NA
NPW	283869	-5	NA
NPY	4852	-19	NA
NPY1R	4886	-45	NA
NPY2R	4887	-12	NA
NPY4R	5540	68	NA
NPY4R2	100996758	39	NA
NPY5R	4889	-61	NA
NQO1	1728	-156	NA
NQO2	4835	-75	NA
NR0B1	190	-20	NA
NR0B2	8431	-11	NA
NR1D1	9572	166	NA
NR1D2	9975	-5	NA
NR1H3	10062	-66	NA
NR1H4	9971	8	NA
NR1I2	8856	5	NA
NR1I3	9970	-7	NA
NR2C1	7181	-1	NA
NR2C2	7182	14	NA
NR2C2AP	126382	-145	NA
NR2E1	7101	-2	NA
NR2E3	10002	-12	NA
NR2F1	7025	4	NA
NR2F2	7026	4	NA
NR2F6	2063	-45	NA
NR3C1	2908	77	NA
NR3C2	4306	62	NA
NR4A1	3164	114	NA
NR4A2	4929	61	NA
NR4A3	8013	126	NA
NR5A1	2516	3	NA
NR5A2	2494	2	NA
NR6A1	2649	51	NA
NRAP	4892	2	NA
NRARP	441478	-76	NA
NRAS	4893	-22	NA
NRBF2	29982	23	NA
NRBP1	29959	-30	NA
NRBP2	340371	19	NA
NRCAM	4897	-6	NA
NRDC	4898	-21	NA
NRDE2	55051	-55	NA
NREP	9315	147	NA
NRF1	4899	-62	NA
NRG1	3084	-45	NA
NRG2	9542	-112	NA
NRG3	10718	34	NA
NRG4	145957	73	NA
NRGN	4900	-115	NA
NRIP1	8204	-17	NA
NRIP2	83714	23	NA
NRIP3	56675	34	NA
NRK	203447	0	NA
NRL	4901	-62	NA
NRM	11270	-20	NA
NRN1	51299	155	NA
NRN1L	123904	71	NA
NRP1	8829	23	NA
NRP2	8828	-54	NA
NRROS	375387	-96	NA
NRSN1	140767	16	NA
NRSN2	80023	20	NA
NRTN	4902	-19	NA
NRXN1	9378	-39	NA
NRXN2	9379	63	NA
NRXN3	9369	-27	NA
NSA2	10412	-33	NA
NSD1	64324	-60	NA
NSD2	7468	-23	NA
NSD3	54904	21	NA
NSDHL	50814	-46	NA
NSF	4905	-35	NA
NSFL1C	55968	-47	NA
NSG1	27065	60	NA
NSG2	51617	22	NA
NSL1	25936	-54	NA
NSMAF	8439	-106	NA
NSMCE1	197370	-55	NA
NSMCE2	286053	-20	NA
NSMCE3	56160	-59	NA
NSMCE4A	54780	-169	NA
NSMF	26012	-46	NA
NSRP1	84081	-51	NA
NSUN2	54888	-120	NA
NSUN3	63899	-78	NA
NSUN4	387338	-58	NA
NSUN5	55695	-103	NA
NSUN6	221078	-51	NA
NSUN7	79730	-9	NA
NT5C	30833	-33	NA
NT5C1A	84618	12	NA
NT5C1B	93034	-6	NA
NT5C1B-RDH14	100526794	-26	NA
NT5C2	22978	-55	NA
NT5C3A	51251	-63	NA
NT5C3B	115024	-60	NA
NT5DC1	221294	1	NA
NT5DC2	64943	-39	NA
NT5DC3	51559	-6	NA
NT5DC4	284958	25	NA
NT5E	4907	5	NA
NT5M	56953	-57	NA
NTAN1	123803	59	NA
NTF3	4908	61	NA
NTF4	4909	97	NA
NTHL1	4913	-146	NA
NTM	50863	-13	NA
NTMT1	28989	-108	NA
NTN1	9423	-7	NA
NTN3	4917	34	NA
NTN4	59277	8	NA
NTN5	126147	37	NA
NTNG1	22854	10	NA
NTNG2	84628	27	NA
NTPCR	84284	-21	NA
NTRK1	4914	8	NA
NTRK2	4915	88	NA
NTRK3	4916	15	NA
NTS	4922	-35	NA
NTSR1	4923	25	NA
NTSR2	23620	-27	NA
NUAK1	9891	81	NA
NUAK2	81788	-35	NA
NUB1	51667	-49	NA
NUBP1	4682	-61	NA
NUBP2	10101	-76	NA
NUBPL	80224	-59	NA
NUCB1	4924	29	NA
NUCB2	4925	21	NA
NUCKS1	64710	-59	NA
NUDC	10726	-147	NA
NUDCD1	84955	-60	NA
NUDCD2	134492	-12	NA
NUDCD3	23386	-47	NA
NUDT1	4521	-75	NA
NUDT10	170685	25	NA
NUDT11	55190	-13	NA
NUDT12	83594	-50	NA
NUDT13	25961	131	NA
NUDT14	256281	33	NA
NUDT15	55270	-84	NA
NUDT16	131870	-122	NA
NUDT16L1	84309	-99	NA
NUDT17	200035	-46	NA
NUDT18	79873	113	NA
NUDT19	390916	-87	NA
NUDT2	318	-13	NA
NUDT21	11051	-30	NA
NUDT22	84304	15	NA
NUDT3	11165	-92	NA
NUDT4	11163	-46	NA
NUDT4B	440672	-107	NA
NUDT5	11164	-111	NA
NUDT6	11162	-108	NA
NUDT7	283927	-20	NA
NUDT8	254552	-81	NA
NUDT9	53343	-95	NA
NUF2	83540	-66	NA
NUFIP1	26747	-163	NA
NUFIP2	57532	-65	NA
NUGGC	389643	38	NA
NUMA1	4926	50	NA
NUMB	8650	19	NA
NUMBL	9253	29	U2904 1% and  U2932 1%
NUP107	57122	-104	NA
NUP133	55746	-52	NA
NUP153	9972	-72	NA
NUP155	9631	-106	NA
NUP160	23279	-62	NA
NUP188	23511	-117	NA
NUP205	23165	-73	NA
NUP210	23225	-68	NA
NUP210L	91181	0	NA
NUP214	8021	-61	NA
NUP35	129401	-153	NA
NUP37	79023	-100	NA
NUP43	348995	-76	NA
NUP50	10762	-80	NA
NUP54	53371	-70	NA
NUP58	9818	80	NA
NUP62	23636	-85	NA
NUP62CL	54830	-13	NA
NUP85	79902	-99	NA
NUP88	4927	-88	NA
NUP93	9688	-137	NA
NUP98	4928	-73	NA
NUPL2		-75	NA
NUPR1	26471	40	NA
NUPR2	389493	-53	NA
NUS1	116150	-61	NA
NUSAP1	51203	-36	NA
NUTF2	10204	-46	NA
NUTM1	256646	-16	NA
NUTM2A	728118	-21	NA
NUTM2B	729262	-79	NA
NUTM2D	728130	-64	NA
NUTM2E	283008	-27	NA
NUTM2F	54754	36	NA
NUTM2G	441457	5	NA
NVL	4931	-88	NA
NWD1	284434	57	NA
NWD2	57495	6	NA
NXF1	10482	-20	NA
NXF2	56001	-3	NA
NXF2B	728343	-3	NA
NXF3	56000	-7	NA
NXF5	55998	19	NA
NXN	64359	52	NA
NXNL1	115861	23	NA
NXNL2	158046	118	NA
NXPE1	120400	26	NA
NXPE2	120406	102	NA
NXPE3	91775	-130	NA
NXPE4	54827	8	NA
NXPH1	30010	-33	NA
NXPH2	11249	-59	NA
NXPH3	11248	16	NA
NXPH4	11247	131	NA
NXT1	29107	-125	NA
NXT2	55916	-67	NA
NYAP1	222950	223	NA
NYAP2	57624	-4	NA
NYNRIN	57523	47	NA
NYX	60506	-10	NA
OAF	220323	-129	NA
OARD1	221443	-1	NA
OAS1	4938	-88	NA
OAS2	4939	-102	NA
OAS3	4940	-142	NA
OASL	8638	-133	NA
OAT	4942	-23	NA
OAZ1	4946	0	NA
OAZ2	4947	25	NA
OAZ3	51686	-109	NA
OBP2A	29991	15	NA
OBP2B	29989	10	NA
OBSCN	84033	116	NA
OBSL1	23363	74	NA
OC90	729330	-3	NA
OCA2	4948	23	NA
OCEL1	79629	50	NA
OCIAD1	54940	-41	NA
OCIAD2	132299	-23	NA
OCLM		95	NA
OCLN	100506658	19	NA
OCM	654231	-18	NA
OCM2	4951	-1	NA
OCRL	4952	-6	NA
OCSTAMP	128506	1	NA
ODAM	54959	89	NA
ODAPH	152816	28	NA
ODC1	4953	-186	NA
ODF1	4956	49	NA
ODF2	4957	-7	NA
ODF2L	57489	-1	NA
ODF3		14	NA
ODF3B		111	NA
ODF3L1		22	NA
ODF3L2		18	NA
ODF4	146852	0	NA
ODR4	54953	5	NA
OFD1	8481	37	NA
OGA	10724	91	NA
OGDH	4967	-94	NA
OGDHL	55753	1	NA
OGFOD1	55239	-166	NA
OGFOD2	79676	-19	NA
OGFOD3	79701	-66	NA
OGFR	11054	-11	NA
OGFRL1	79627	-50	NA
OGG1	4968	-95	NA
OGN	4969	-3	NA
OGT	8473	35	NA
OIP5	11339	-89	NA
OIT3	170392	-26	NA
OLA1	29789	-28	NA
OLAH	55301	21	NA
OLFM1	10439	29	NA
OLFM3	118427	15	NA
OLFM4	10562	-13	NA
OLFML1	283298	-34	NA
OLFML2A	169611	168	NA
OLFML2B	25903	-47	NA
OLFML3	56944	-43	NA
OLIG1	116448	62	NA
OLIG2	10215	-5	NA
OLIG3	167826	2	NA
OLR1	4973	-4	NA
OMA1	115209	-98	NA
OMD	4958	-15	NA
OMG	4974	-8	NA
OMP	4975	53	NA
ONECUT1	3175	1	NA
ONECUT2	9480	-4	NA
OOEP	441161	0	NA
OOSP1	255649	22	NA
OOSP2	219990	1	NA
OOSP3	112577461	-28	NA
OOSP4A	112577462	2	NA
OOSP4B	107987155	9	NA
OPA1	4976	-64	NA
OPA3	80207	-30	NA
OPALIN	93377	5	NA
OPCML	4978	12	NA
OPHN1	4983	15	NA
OPLAH	26873	-54	NA
OPN1LW	5956	24	NA
OPN1MW	2652	5	NA
OPN1MW2	728458	17	NA
OPN1MW3	101060233	11	NA
OPN1SW	611	-1	NA
OPN3	23596	66	NA
OPN4	94233	22	NA
OPN5	221391	19	NA
OPRD1	4985	35	NA
OPRK1	4986	33	NA
OPRL1	4987	93	NA
OPRM1	4988	34	NA
OPRPN	58503	4	NA
OPTC	26254	-12	NA
OPTN	10133	116	NA
OR10A2	341276	17	NA
OR10A3	26496	36	NA
OR10A4	283297	-4	NA
OR10A5	144124	-7	NA
OR10A6	390093	20	NA
OR10A7	121364	-1	NA
OR10AD1	121275	-2	NA
OR10AG1	282770	4	NA
OR10C1	442194	-6	NA
OR10D3	26497	-1	NA
OR10G2	26534	-4	NA
OR10G3	26533	31	NA
OR10G4	390264	66	NA
OR10G6	79490	1	NA
OR10G7	390265	0	NA
OR10G8	219869	1	NA
OR10G9	219870	1	NA
OR10H2	26538	4	NA
OR10H3	26532	4	NA
OR10H4	126541	2	NA
OR10H5	284433	38	NA
OR10J1	26476	23	NA
OR10J3	441911	-9	NA
OR10J5	127385	2	NA
OR10K1	391109	25	NA
OR10K2	391107	-1	NA
OR10P1	121130	2	NA
OR10Q1	219960	14	NA
OR10R2	343406	0	NA
OR10S1	219873	8	NA
OR10T2	128360	-13	NA
OR10V1	390201	-1	NA
OR10W1	81341	0	NA
OR10X1	128367	-1	NA
OR10Z1	128368	19	NA
OR11A1	26531	41	NA
OR11G2	390439	45	NA
OR11H1	81061	-3	NA
OR11H12	440153	4	NA
OR11H2	79334	-4	NA
OR11H4	390442	-11	NA
OR11H6	122748	-1	NA
OR11L1	391189	3	NA
OR12D2	26529	0	NA
OR12D3	81797	-3	NA
OR13A1	79290	4	NA
OR13C2	392376	2	NA
OR13C3	138803	7	NA
OR13C4	138804	-3	NA
OR13C5	138799	3	NA
OR13C8	138802	3	NA
OR13C9	286362	1	NA
OR13D1	286365	5	NA
OR13F1	138805	-2	NA
OR13G1	441933	-4	NA
OR13H1	347468	-9	NA
OR13J1	392309	5	NA
OR14A16	284532	4	NA
OR14A2	388761	-7	NA
OR14C36	127066	3	NA
OR14I1	401994	-1	NA
OR14J1	442191	24	NA
OR14K1	343170	10	NA
OR1A1	8383	13	NA
OR1A2	26189	-4	NA
OR1B1	347169	7	NA
OR1C1	26188	-8	NA
OR1D2	4991	44	NA
OR1D5	8386	3	NA
OR1E1	8387	-7	NA
OR1E2	8388	1	NA
OR1F1	4992	15	NA
OR1G1	8390	-4	NA
OR1I1	126370	32	NA
OR1J1	347168	11	NA
OR1J2	26740	-10	NA
OR1J4	26219	-8	NA
OR1K1	392392	6	NA
OR1L1	26737	3	NA
OR1L3	26735	-6	NA
OR1L4	254973	-1	NA
OR1L6	392390	2	NA
OR1L8	138881	16	NA
OR1M1	125963	-25	NA
OR1N1	138883	9	NA
OR1N2	138882	5	NA
OR1Q1	158131	4	NA
OR1S1	219959	1	NA
OR1S2	219958	0	NA
OR2A1	346528	-2	NA
OR2A12	346525	10	NA
OR2A14	135941	10	NA
OR2A2	442361	-8	NA
OR2A25	392138	80	NA
OR2A4	79541	-14	NA
OR2A42	402317	26	NA
OR2A5	393046	-14	NA
OR2A7	401427	51	NA
OR2AE1	81392	-7	NA
OR2AG1	144125	38	NA
OR2AG2	338755	5	NA
OR2AJ1	127608	1	NA
OR2AK2	391191	2	NA
OR2AP1	121129	0	NA
OR2AT4	341152	29	NA
OR2B11	127623	10	NA
OR2B2	81697	-3	NA
OR2B3	442184	1	NA
OR2B6	26212	3	NA
OR2C1	4993	-3	NA
OR2C3	81472	-4	NA
OR2D2	120776	22	NA
OR2D3	120775	-5	NA
OR2F1	26211	5	NA
OR2F2	135948	6	NA
OR2G2	81470	1	NA
OR2G3	81469	6	NA
OR2G6	391211	47	NA
OR2H1	26716	-3	NA
OR2H2	7932	6	NA
OR2I1P		-36	NA
OR2J1	442185	4	NA
OR2J2	26707	18	NA
OR2J3	442186	-7	NA
OR2K2	26248	6	NA
OR2L13	284521	11	NA
OR2L2	26246	-38	NA
OR2L3	391192	8	NA
OR2L5	81466	-1	NA
OR2L8	391190	-8	NA
OR2M2	391194	4	NA
OR2M3	127062	56	NA
OR2M4	26245	19	NA
OR2M5	127059	4	NA
OR2M7	391196	1	NA
OR2S2	56656	-3	NA
OR2T1	26696	0	NA
OR2T10	127069	-9	NA
OR2T11	127077	14	NA
OR2T12	127064	14	NA
OR2T2	401992	-3	NA
OR2T27	403239	-1	NA
OR2T29	343563	1	NA
OR2T3	343173	2	NA
OR2T33	391195	26	NA
OR2T34	127068	-7	NA
OR2T35	403244	-2	NA
OR2T4	127074	-8	NA
OR2T5	401993	1	NA
OR2T6	254879	-3	NA
OR2T8	343172	-14	NA
OR2V1	26693	69	NA
OR2V2	285659	27	NA
OR2W1	26692	3	NA
OR2W3	343171	-26	NA
OR2Y1	134083	2	NA
OR2Z1	284383	5	NA
OR3A1	4994	-8	NA
OR3A2	4995	2	NA
OR3A3	8392	14	NA
OR4A15	81328	0	NA
OR4A16	81327	5	NA
OR4A47	403253	11	NA
OR4A5	81318	-4	NA
OR4B1	119765	-2	NA
OR4C11	219429	1	NA
OR4C12	283093	0	NA
OR4C13	283092	1	NA
OR4C15	81309	3	NA
OR4C16	219428	2	NA
OR4C3	256144	2	NA
OR4C46	119749	1	NA
OR4C5	79346	2	NA
OR4C6	219432	3	NA
OR4D1	26689	11	NA
OR4D10	390197	-1	NA
OR4D11	219986	1	NA
OR4D2	124538	3	NA
OR4D5	219875	0	NA
OR4D6	219983	-1	NA
OR4D9	390199	58	NA
OR4E1	26687	9	NA
OR4E2	26686	8	NA
OR4F15	390649	32	NA
OR4F17	81099	-8	NA
OR4F21	441308	-3	NA
OR4F29	729759	18	NA
OR4F4	26682	-2	NA
OR4F5	79501	-2	NA
OR4F6	390648	6	NA
OR4K1	79544	-1	NA
OR4K13	390433	27	NA
OR4K14	122740	-1	NA
OR4K15	81127	3	NA
OR4K17	390436	33	NA
OR4K2	390431	18	NA
OR4K5	79317	-3	NA
OR4L1	122742	2	NA
OR4M1	441670	8	NA
OR4M2	390538	1	NA
OR4N4	283694	-2	NA
OR4N5	390437	-2	NA
OR4P4	81300	12	NA
OR4Q2	390432	2	NA
OR4Q3	441669	6	NA
OR4S1	256148	1	NA
OR4S2	219431	0	NA
OR4X1	390113	-2	NA
OR4X2	119764	7	NA
OR51A2	401667	-1	NA
OR51A4	401666	2	NA
OR51A7	119687	-3	NA
OR51B2	79345	31	NA
OR51B4	79339	7	NA
OR51B5	282763	-4	NA
OR51B6	390058	-5	NA
OR51C1P		1	NA
OR51D1	390038	22	NA
OR51E1	143503	-17	NA
OR51E2	81285	21	NA
OR51F1	256892	-1	NA
OR51F2	119694	0	NA
OR51G1	79324	0	NA
OR51G2	81282	2	NA
OR51I1	390063	23	NA
OR51I2	390064	4	NA
OR51L1	119682	9	NA
OR51M1	390059	9	NA
OR51Q1	390061	-10	NA
OR51S1	119692	-2	NA
OR51T1	401665	3	NA
OR51V1	283111	7	NA
OR52A1	23538	48	NA
OR52A5	390054	2	NA
OR52B2	255725	3	NA
OR52B4	143496	16	NA
OR52B6	340980	9	NA
OR52D1	390066	3	NA
OR52E2	119678	-5	NA
OR52E4	390081	30	NA
OR52E5	390082	1	NA
OR52E6	390078	-6	NA
OR52E8	390079	1	NA
OR52H1	390067	21	NA
OR52I1	390037	56	NA
OR52I2	143502	-6	NA
OR52J3	119679	-1	NA
OR52K1	390036	22	NA
OR52K2	119774	-3	NA
OR52L1	338751	-4	NA
OR52M1	119772	-2	NA
OR52N1	79473	37	NA
OR52N2	390077	10	NA
OR52N4	390072	6	NA
OR52N5	390075	-16	NA
OR52R1	119695	0	NA
OR52W1	120787	-10	NA
OR56A1	120796	7	NA
OR56A3	390083	3	NA
OR56A4	120793	39	NA
OR56A5	390084	-5	NA
OR56B1	387748	-4	NA
OR56B4	196335	7	NA
OR5A1	219982	27	NA
OR5A2	219981	32	NA
OR5AC2	81050	-1	NA
OR5AK2	390181	5	NA
OR5AN1	390195	-4	NA
OR5AP2	338675	3	NA
OR5AR1	219493	-4	NA
OR5AS1	219447	6	NA
OR5AU1	390445	-3	NA
OR5B12	390191	6	NA
OR5B17	219965	-1	NA
OR5B2	390190	16	NA
OR5B21	219968	-4	NA
OR5B3	441608	-1	NA
OR5BS1P		-6	NA
OR5C1	392391	-4	NA
OR5D13	390142	-1	NA
OR5D14	219436	0	NA
OR5D16	390144	0	NA
OR5D18	219438	1	NA
OR5D3P		2	NA
OR5F1	338674	1	NA
OR5H1	26341	-2	NA
OR5H14	403273	-11	NA
OR5H15	403274	3	NA
OR5H2	79310	2	NA
OR5H6	79295	1	NA
OR5I1	10798	-2	NA
OR5J2	282775	2	NA
OR5K1	26339	-2	NA
OR5K2	402135	-1	NA
OR5K3	403277	-4	NA
OR5K4	403278	0	NA
OR5L1	219437	-1	NA
OR5L2	26338	-1	NA
OR5M1	390168	-1	NA
OR5M10	390167	0	NA
OR5M11	219487	-14	NA
OR5M3	219482	-4	NA
OR5M8	219484	-7	NA
OR5M9	390162	-1	NA
OR5P2	120065	8	NA
OR5P3	120066	1	NA
OR5R1		-1	NA
