Symbol	xref_id	Basal_011116	Basal_011316	Basal_081715	Basal_112415	Suprabasal_011116	Suprabasal_011316	Suprabasal_081715	Suprabasal_112415
HESX1	8820	0.01814	0	0.4178	0.1324	0	0.2011	0.1648	0
APPL1	26060	2.298	1.561	5.038	11.52	4.001	3.864	3.65	6.547
ASB14	142686	0.4749	0.458	0.7203	0.5918	0.1425	0.4451	0.6312	0.4981
LOC105377102	105377102	2.249	1.647	1.726	2.984	0.2095	3.172	1.939	1.488
DNAH12	201625	0	0	0.01013	0	0	0	0	0
PDE12	201626	0.9333	0.2091	0.8016	1.583	0.7863	0.6739	1.068	1.53
ARF4	378	5.897	1.715	7.39	27.17	10.16	7.732	14.46	12.92
ARF4-AS1	106144532	0	0.3699	0.7756	0.2731	0	0.2488	0.2549	0
DENND6A	201627	1.311	0.6995	2.135	4.694	0.4128	1.253	2.45	3.343
DENND6A-DT	101929159	0	0	0.04764	0.07549	0	0	0	0
SLMAP	7871	2.927	1.582	3.496	6.572	2.26	1.715	2.333	2.152
LOC105377103	105377103	0.7452	0.04815	0.5384	0.5155	0	0.2753	0.06635	0.04488
LOC105377104	105377104	0	0	0	0	0	0	0	0
FLNB	2317	8.241	3.023	7.902	8.226	5.615	4.859	10.73	5.763
FLNB-AS1	105377105	0.4604	0.1822	0.4871	0.777	0.2678	0.3586	0.693	0.3142
LOC105377650	105377650	0	0	0	0	0	0	0	0
DNASE1L3	1776	0.4789	2.268	9.339	7.716	0	1.085	9.646	5.208
LOC107986091	107986091	0.7554	1.264	2.485	2.232	0.1659	0	0.9147	0
ABHD6	57406	0.8142	0.3523	0.9519	2.446	0.2466	1.244	0.7171	1.415
RPP14	11102	0.6283	0.1899	1.394	1.861	0.4077	0.1959	0.6421	1.696
HTD2	109703458	1.292	0.3378	1.902	3.015	0.9052	0.4091	1.349	2.744
PXK	54899	0.6292	0.5573	0.7913	1.098	0.2273	0.5314	0.976	1.157
LOC105377106	105377106	0	0	0	0	0	0	0	0
PDHB	5162	5.072	3.106	12.12	22.96	8.048	10.52	15.77	21.14
LOC107986092	107986092	0	0	0	0	0	0	0	0
KCTD6	200845	0.2785	0.03059	0.2993	1.728	0.5567	1.358	1.045	1.73
ACOX2	8309	1.043	0	0.3204	1.985	1.594	0.3364	1.103	0
LOC107984079	107984079	0.06448	0	0	0	0.02644	0.02382	0	0
FAM107A	11170	0	0	0	0.09465	0	0	0	0.03186
FAM3D-AS1	105377108	0	0	0	0	0	0.08305	0.03402	0
FAM3D	131177	0	0	0.02196	0	0	0.0634	0.05195	0
LOC105377109	105377109	0	0	0	0	0	0	0	0
CFAP20DC	200844	0.4055	0.9424	1.137	1.848	0.9306	0.8142	1.134	0.9415
CFAP20DC-AS1	101929238	0	0.04601	0.04823	0.03397	0	0.0619	0.05072	0
CFAP20DC-DT	105377110	0	0	0.0303	0.06936	0	0.05347	0.05974	0.01347
LOC339902	339902	0.2207	0	0.113	0	0	0	0	0
FHIT	2272	0.2399	0.4588	0.2661	0.9243	0.772	0.3743	0.2502	0.004549
LOC105377113	105377113	0	0	0.01449	0.08165	0	0.02325	0.007619	0
LOC105377112	105377112	0	0	0.06347	0	0	0	0.0292	0.04703
LOC107986015	107986015	0.01041	0	0.03995	0.01688	0.5547	0	0.0252	0
MIR548BB	103504735	0	0	0	0	0	0	0	0
LOC105377111	105377111	0	0.3285	0.2296	0.06064	0.4599	0	0.4527	0
LOC105377114	105377114	0	0	0	0	0	0	0	0
LOC105377115	105377115	0	0	0	0	0	0	0	0
PTPRG	5793	0.5483	0.2909	1.326	1.891	0.239	0.05423	0.264	0.4567
LOC107986016	107986016	0	0	0.02716	0.02295	0.0145	0	0.1928	0
LOC105377116	105377116	0	0.01826	0.05106	0.1618	0.008522	0	0	0
PTPRG-AS1	100506994	0.8654	0.1584	0.3578	1.012	0.05118	0.09839	0.1915	0.1363
C3orf14	57415	0.704	0.9827	1.284	3.497	0.8907	0.821	1.232	2.358
FEZF2	55079	0	0	0	0	0	0	0	0
LOC105377647	105377647	0	0	0	0	0	0	0	0
CADPS	8618	0	0	0	0.00956	0	0	0.003568	0
LINC00698	285401	0	0	0	0	0	0	0	0
LOC107986043	107986043	0	0	0	0.0581	0	0	0	0
SYNPR	132204	0	0	0	0	0	0	0	0
SYNPR-AS1	100874016	0	0	0	0.1341	0	1.833	0	0
SNTN	132203	0.05545	0	0	0	0	0	0	0
LOC105377119	105377119	0	0	0	0	0	0	0	0
LOC100130345	100130345	0	0	0	0.004015	0	0	0.005995	0
C3orf49	132200	0.3206	0.1084	0.03787	0.5501	0.316	0.08201	0.2165	0.2609
THOC7	80145	4.115	1.176	8.296	18.53	3.292	5.191	9.156	9.339
THOC7-AS1	100874039	1.165	0.251	0.421	0.556	0	0	0.8716	0
ATXN7	6314	14.46	4.993	8.547	7.708	5.421	7.989	6.008	3.273
SCAANT1	100861563	0	0	2.083	0	0	0	0.5477	0
PSMD6-AS2	100507062	1.067	0.98	0.4721	1.555	0.519	0.5345	1.369	1.247
PSMD6	9861	4.937	2.078	6.741	10.73	6.068	5.481	10.75	4.407
LOC105377121	105377121	0	0	0	0	0	0	0	0
LOC107986093	107986093	0	0	0	0	0	0	0	0
PRICKLE2-AS1	100652759	0.4468	0.4778	0.7677	1.944	0.05089	0.1677	0.3478	0.5325
LINC00994	100287879	0	0	0.1497	0.6678	0	0	0	0
PRICKLE2	166336	0.8072	0.4523	0.9561	1.726	0.3364	0.2124	0.4875	1.347
PRICKLE2-AS2	100874242	0	0	0.04438	0	0	0	0.14	0.03946
PRICKLE2-AS3	100874243	0	0	0.03436	0.08471	0.04588	0	0.03614	0.1935
PRICKLE2-DT	101929316	0	0	0	0	0	0	0	0
LOC105377123	105377123	0	0	0	0	0	0	0	0
ADAMTS9	56999	0.04137	0	0.004537	0.2876	0.02423	0	0.003578	0
ADAMTS9-AS1	101929335	0.01174	0	0	0	0	0	0	0
ADAMTS9-AS2	100507098	0	0	0	0	0	0	0	0
LOC105377124	105377124	0	0	0	0.01216	0	0	0	0
LOC107986017	107986017	0	0	0	0	0	0	0	0
LOC105377125	105377125	0	0	0	0	0	0	0	0
LOC105377127	105377127	0	0	0	0	0	0	0	0
LINC02040	102724763	0	0	0	0	0	0	0	0
LOC107986094	107986094	0	0	0	0	0	0	0	0
MAGI1	9223	1.066	0.9772	0.9818	2.052	0.5224	0.6334	0.749	1.382
LOC107986018	107986018	0.08499	0.04149	0.1957	0.1838	0	0	0.01715	0.116
MAGI1-IT1	151877	0.01797	0.2236	0.3724	1.457	0	0.02655	0.5982	0.4537
MAGI1-AS1	100873983	0.1561	0	0	0.1266	0	0.5191	0.9453	0
LOC105377128	105377128	0	0	0	0	0	0	0	0
SLC25A26	115286	0.5168	0.3123	1.136	1.738	0.1183	0.6711	0.9995	0.935
LOC107986095	107986095	0	0	0	0	0	0	0	0
LRIG1	26018	0.7564	0.8863	2.323	2.312	0.9712	1.512	1.938	1.114
LOC105377141	105377141	0	0	0	0	0	0	0	0
LOC105377142	105377142	0	0	0	0	0	0	0	0
LOC105377143	105377143	0	0	0	0	0	0	0	0
LOC105377144	105377144	0	0	0.03298	0	0	0	0	0
KBTBD8	84541	0	0.01444	0.2876	0.4877	0	0.01457	0.2268	0.1211
MIR4272	100422941	0	0	0	0	0	0	0	0
LOC112267879	112267879	0	0	0.005811	0	0	0.01119	0.01375	0
SUCLG2	8801	0.3439	0.3849	2.785	3.052	9.032	1.213	1.524	2.799
LOC105377148	105377148	0.031	0.06243	0.0833	0.1257	0.02383	0	0.01877	0.5131
SUCLG2-DT	101927111	0.9659	0.1029	0.1753	0.5555	0	0.01298	0.02127	0.5274
TAFA1	407738	0	0	0	0	0	0	0	0
LOC107986019	107986019	0.06561	0	0	0	0	0	0	0
LOC105377146	105377146	0	0	0	0	0	0	0	0
TAFA4	151647	0	0	0	0	0	0	0	0
EOGT	285203	2.754	0.5327	2.64	5.008	0.7457	1.657	2.286	3.204
TMF1	7110	2.371	1.3	3.461	4.769	1.764	1.312	3.22	2.885
MIR3136	100422859	0	0	0	0	0	0	0	0
UBA3	9039	8.491	4.496	9.761	25.22	4.91	9.975	10.95	11.8
ARL6IP5	10550	9.491	3.609	10.24	19.87	8.687	6.198	11.66	10.34
LMOD3	56203	0	0	0.1291	0	0	0	0.1086	0
FRMD4B	23150	0.393	0.2698	1.18	2.235	1.365	1.488	2.231	1.224
MITF	4286	0.5937	0.8373	1.497	0.9036	0	0.3521	0.5503	0.5153
SAMMSON	101927152	0.02276	0.1	0.1223	0.1292	0	0	0	0
LOC105377151	105377151	0	0.03368	0.3531	0	0	0	0	0
MDFIC2	107986096	0	0.02149	0	0	0	0	0	0
LOC105377152	105377152	0	0	0	0	0	0	0	0
FOXP1	27086	1.43	0.6058	2.133	3.844	2.636	1.563	2.321	4.221
FOXP1-AS1	104502416	0	0	0.09949	0.3679	0	0.2394	0.1569	0
MIR1284	100302112	0	0	0	0	0	0	0	0
LOC105377155	105377155	0	0	0	0	0	0	0	0
EIF4E3	317649	0.5719	0.2982	0.7816	1.5	1.159	0.5026	1.513	0.3903
GPR27	2850	0.2445	0.03836	0.8312	0.3965	1.056	0.07742	0.5498	0.6555
PROK2	60675	0	0	0	0	0	0	0	0
LOC105377156	105377156	0	0	0	0	0	0	0	0
LOC105377157	105377157	0	0	0	0	0	0	0	0
LINC00877	285286	0	0	0	0	0	0	0	0
LINC00870	201617	0	0.05005	0	0	0	0	0	0
LOC105377158	105377158	0	0	0	0	0	0	0	0
LOC105377159	105377159	0	0	0	0	0	0	0	0
RYBP	23429	3.142	1.283	2.993	5.929	0.8716	2.873	1.965	2.371
LOC105377160	105377160	0	0	0.07776	0	0	0	0	0
LOC105377161	105377161	0	0	0	0	0	0	0.04516	0
LOC102724817	102724817	0	0	0	0	0	0	0	0
LOC105377162	105377162	0	0	0	0.1896	0	0	0	0
SHQ1	55164	0.3359	0.04919	0.6085	1.106	0.3167	0.1737	0.8175	1.293
LOC107986097	107986097	0	0	0	0	0	0	0	0
GXYLT2	727936	0	0	0.1582	0	0.05279	0	0.1403	0
PPP4R2	151987	0.7347	0.8008	1.522	4.171	1.051	1.345	1.257	1.125
EBLN2	55096	4.946	1.368	0.3164	1.671	9.576	1.604	1.031	0
LOC107986098	107986098	0	0	0	0	0	0	0	0
PDZRN3	23024	0	0.02532	0	0	0.02658	0.07664	0.2616	0.0177
LOC101927296	101927296	0	0	0	0	0	0	0.06193	0
PDZRN3-AS1	101927249	0	0	0	0	0	0	0	0
LOC105377164	105377164	0	0	0	0	0	0	0	0
LINC02005	105377165	0	0	0.1217	0	0	0	0.04799	0
LINC02047	101927346	0	0	0	0	0	0	0	0
CNTN3	5067	0	0	0	0	0	0	0	0
LOC105377166	105377166	0	0	0	0	0	0	0	0
LOC105377167	105377167	0	0	0.01454	0.01536	0	0	0	0
LOC105377168	105377168	0	0	0	0	0	0	0	0
LOC107986099	107986099	0	0	0	0	0	0	0	0
MIR4444-2	100846999	0	0	0	1.011	0.639	0.4607	0.7549	0.4255
LOC105377207	105377207	0	0	0	0	0	0	0	0
FAM86DP	692099	1.178	0.4718	0.5371	0.9854	1.34	0.5441	1.661	0.9801
LINC02018	107986100	0.3737	0.05701	0.6335	0.2273	0	0.1266	0.09427	0
MIR1324	100302212	0	0	0	0.3898	0	0	0	0
FRG2C	100288801	0	0	0.0224	0.02366	0.01495	0.02156	0.1236	0
LINC00960	401074	1.375	0.4916	2.97	2.593	0	0.5906	2.362	1.353
ZNF717	100131827	1.031	0.2198	1.733	1.46	1.411	1.875	1.541	1.131
MIR4273	100422955	1.648	0.4022	2.108	3.563	0	0	1.663	0
ROBO2	6092	1.224	0.5226	2.6	1.729	0.4862	0.5372	1.267	0.6657
LOC107986020	107986020	0	0	0	0	0	0	0	0
LOC102724949	102724949	0	0	0	0	0	0	0	0
LOC105377171	105377171	0	0	0	0	0	0	0	0
LINC02077	105377172	0	0	0	0	0	0	0	0
LOC105377173	105377173	0	0	0	0	0	0	0	0
ROBO1	6091	8.404	4.899	10.31	12.1	5.945	3.285	5.183	4.127
LOC101927374	101927374	0	0	0	0.0166	0	0	0.01239	0.01397
MIR3923	100500877	0	0	0	0	0	0	0	0
LOC105377177	105377177	0	0.005744	0	0	0	0	0	0
LOC105377176	105377176	0	0	0	0	0	0	0	0
LINC02050	105377175	0	0	0	0	0	0	0	0
LOC105377174	105377174	0	0	0	0.04665	0	0	0	0
LINC02027	728290	0	0	0	0	0	0	0	0
GBE1	2632	1.867	1.39	2.36	7.43	2.171	2.573	1.767	3.844
LOC105377178	105377178	0	0	0	0	0	0	0	0
LOC105377179	105377179	0	0	0	0	0	0	0	0
LINC02008	105377180	0	0	0	0	0	0	0	0
LOC101927439	101927439	0	0	0	0	0	0	0	0
LOC105377181	105377181	0	0	0	0	0	0	0	0
LOC105377183	105377183	0	0	0	0	0	0	0	0
LOC105377186	105377186	0	0	0	0	0	0	0	0
LOC105377187	105377187	0	0	0	0	0	0	0	0
LOC105377188	105377188	0	0	0	0	0	0	0	0
LINC00971	440970	0	0	0	0	0	0	0	0
LINC02025	105377192	0	0	0	0	0	0	0	0
LOC105377193	105377193	0	0	0	0	0	0	0	0
CADM2	253559	0	0	0	0	0	0	0	0
SNORA95	106635529	0	0	0	0	0	0	0	0
MIR5688	100847077	0	0	0	0	0	0	0	0
CADM2-AS2	100874037	0	0	0	0	0	0	0	0
LOC102723364	102723364	0	0	0	0	0	0	0	0
LINC02070	101927494	0	0	0	0	0	0	0	0
LOC101927518	101927518	0	0	0	0	0	0	0	0
LOC105377196	105377196	0	0	0	0	0	0	0	0
VGLL3	389136	0.4017	0.1485	0.4427	0.2742	0	0	0.002408	0
LINC00506	100846978	0.08949	0	0.0458	0	0	0	0	0
MIR4795	100616161	0	0	0	0	0	0	0	0
CHMP2B	25978	0.9176	0.647	2.152	4.3	1.951	1.394	2.809	1.914
POU1F1	5449	0.1768	0	0	0	0	0	0	0.6636
LOC105377198	105377198	0	0	0	0	0	0	0	0
HTR1F	3355	0	0	0	0	0	0	0	0
CGGBP1	8545	3.173	1.102	4.165	10.63	5.178	1.325	2.362	6.228
ZNF654	55279	0.9359	0.4159	1.903	2.507	0.43	0.9014	1.168	1.423
C3orf38	285237	1.375	0.4057	1.628	3.378	0.5287	0.1835	2.475	3.116
LOC105377202	105377202	0	0	0	0	0	0	0	0
CSNKA2IP	111064647	0	0	0	0	0	0	0	0
EPHA3	2042	0.02806	0.03082	0.07001	0.1934	0.03595	0.06738	0.004247	0
LOC101930420	101930420	0.1227	0.06739	0.1177	0.2985	0.1886	0.1587	0.03714	0.3769
LOC107984021	107984021	0.09816	0	0.07536	0.07961	0	0.07253	0.05943	0.134
PROS1	5627	0.5284	1.032	1.207	1.99	1.186	2.092	1.912	2.344
ARL13B	200894	0.3341	0.3788	1.142	1.32	0.1767	0.6848	0.8482	0.7355
STX19	415117	0.5362	0.1606	0.58	0.9488	0.07494	0.1981	1.166	0.5656
DHFR2	200895	0.1151	0.2444	0.9276	0.8773	0.07077	0.3146	0.2578	0.3142
NSUN3	63899	0.5451	0.1646	0.6424	0.8532	0.4754	0.53	0.579	0.532
LOC105373992	105373992	0	0	0	0	0	0	0	0
LINC00879	255025	0	0	0	0	0	0	0	0
MTHFD2P1	100287639	0	0	0	0	0	0	0	0
MIR8060	102465864	0	0	0	0	0	0	0	0
EPHA6	285220	0.002003	0	0.009224	0.06172	0.1704	0.00148	0.02425	0.09568
LOC107986103	107986103	0	0	0	0	0	0	0	0
LOC101929278	101929278	0	0	0	0	0.02008	0.002895	0.004745	0
ARL6	84100	0.1846	0.01864	0.127	0.8104	0.3457	0.1881	0.2351	0.1607
LOC101929298	101929298	0.1648	0	0	0.2673	0	0	0.2993	0
CRYBG3	131544	2.087	0.755	2.729	5.091	1.837	1.149	2.323	2.298
LOC105373994	105373994	0.04812	0.01175	0.078	0.1041	0.01096	0.2292	0.02914	0
RIOX2	84864	1.27	0.808	2.09	3.309	2.642	1.459	2.615	3.305
GABRR3	200959	0	0	0	0	0	0	0	0
OR5AC2	81050	0	0	0	0	0	0	0	0
OR5H1	26341	0	0	0	0	0	0	0	0
LOC105373996	105373996	0	0	0	0	0	0	0	0
OR5H14	403273	0	0	0	0	0	0	0	0
OR5H15	403274	0	0	0	0	0	0	0	0
LOC105373998	105373998	0	0	0	0	0	0	0	0
LOC105373997	105373997	0	0	0	0	0	0	0	0
LOC101929320	101929320	0	0	0	0	0	0	0	0
LOC105373999	105373999	0	0	0	0	0	0	0	0
OR5H6	79295	0	0	0	0	0	0	0	0
OR5H2	79310	0	0	0	0	0	0	0	0
OR5K4	403278	0	0	0	0	0	0	0	0
LOC105374000	105374000	0	0	0	0	0	0	0	0
OR5K3	403277	0	0	0	0	0	0	0	0
OR5K1	26339	0	0	0	0	0	0	0	0
OR5K2	402135	0	0	0	0.03934	0	0	0	0
CLDND1	56650	8.911	7.535	8.611	31.96	10.81	12.65	8.065	16.26
GPR15	2838	0.4436	0	0	0	0	0	0	0
CPOX	1371	0.009869	0.2638	0.4622	0.8845	0.02023	0.0474	0.3346	0.4143
ST3GAL6-AS1	100874207	0	0	0	0	0	0	0	0.8599
ST3GAL6	10402	0.1709	0.06259	0.4183	0.7365	0.3285	0.1184	0.09056	0.1167
DCBLD2	131566	3.226	1.575	3.902	7.617	2.56	1.551	1.574	0.8849
LOC105374002	105374002	0.4594	0	0	0	0	0	0	0
LOC105374003	105374003	0	0	0	0	0	0	0	0
LOC107986104	107986104	0	0	0	0	0	0	0	0
LOC105374004	105374004	0	0	0	0	0	0	0	0
LOC105374007	105374007	0	0.005817	0	0	0	0	0	0
LOC105374005	105374005	0.01026	0	0	0	0	0	0	0
LOC105374006	105374006	0.1472	0.7005	0	0	0	0	0	0
COL8A1	1295	0.6122	0.1333	0.3747	2.026	0.1102	0	0	0.005646
HP09053	101929357	0.16	0.3516	0.4388	0.6675	0.703	0.3717	0.4153	0.4525
CMSS1	84319	0.781	0.17	1.402	2.131	1.114	0.273	0.818	1.679
FILIP1L	11259	0.2612	0.1298	0.07162	0.2573	0.009563	0.1448	0.2881	0.1401
LOC112268455	112268455	0	0	0	0	0	0.03839	0	0
MIR3921	100500859	0	0	0	0.4402	0	0	0	0
LOC105374010	105374010	0.1141	0.09285	0.09409	0.1474	0.2729	0.003123	0.1177	0.1962
LOC105374009	105374009	0	0.0761	0.006649	0.01405	0.7279	0.0256	0.173	0
TMEM30CP	644444	0	0	0	0	0	0	0	0
TBC1D23	55773	1.446	0.6882	2.683	7.827	1.112	0.9972	3.173	3.487
NIT2	56954	2.851	0.78	2.497	3.181	1.451	1.23	3.445	2.268
TOMM70	9868	3.229	1.104	5.477	14.51	6.69	8.365	8.087	9.239
LNP1	348801	0	0.1631	0.209	0.2409	0	0.2926	0.05994	0
TMEM45A	55076	1.288	0.3517	1.106	0.5135	0.06714	0.7422	0.3701	0.1639
ADGRG7	84873	0	0	0	0	0	0	0	0
TFG	10342	12.3	6.344	16.48	26.24	17.44	12.98	16.67	14.48
ABI3BP	25890	6.156	5.2	6.447	4.115	0.2258	0.1768	0.1334	0.03008
IMPG2	50939	0.6131	0	0	0.00896	0	0	0.003344	0
SENP7	57337	1.731	0.4377	2.337	3.895	0.5845	0.7006	0.9817	1.449
FAM172BP	131909	0	0	0	0	0	0	0	0
TRMT10C	54931	1.781	0.6708	3.477	8.689	2.426	3.648	4.191	3.856
PCNP	57092	9.73	2.943	32.05	29.95	9.227	8.733	21.46	13.52
ZBTB11	27107	2.352	0.5374	2.544	4.757	2.376	1.401	2.168	1.29
ZBTB11-AS1	100009676	0	0.0727	0.9274	1.543	0.05088	0.1956	0.5911	0.2937
RPL24	6152	62.2	13.69	245.8	304.2	96.43	57.65	172.1	121.2
LOC105374013	105374013	0.5076	0.1098	0.2214	0.7766	0.01183	0.08525	0.3213	0.1496
PDCL3P4	285359	0.04693	0.03437	0	0.4568	0.04811	0.03468	0.1705	0.06407
CEP97	79598	1.377	0.7985	1.683	1.93	0.9709	1.188	1.127	1.383
NXPE3	91775	0.1043	0.03056	0.2123	0.1946	0.02674	0.01928	0.1453	0.03917
NFKBIZ	64332	5.346	1.667	3.64	4.844	3.304	3.227	3.603	2.147
RDUR	152225	0.02249	0.03294	0	0	0	0	0	0
LOC101929411	101929411	0	0	0	0	0	0	0	0
LOC107986105	107986105	0	0	0	0	0	0	0	0
ZPLD1	131368	0	0	0	0	0	0	0	0
LOC105374016	105374016	0	0	0	0	0	0	0	0
LOC107986106	107986106	0	0	0	0	0	0	0	0
LOC105374017	105374017	0	0	0	0	0	0	0	0
LOC105374018	105374018	0	0	0	0	0	0	0	0
MIR548AB	100616336	0	0	0	0	0	0	0	0
LOC105374019	105374019	0	0	0	0	0	0	0	0
LOC105374020	105374020	0	0	0	0	0	0	0	0
LOC105374021	105374021	0	0	0	0	0	0	0	0
LOC107986107	107986107	0	0	0	0	0	0	0	0
LOC107986108	107986108	0	0	0	0	0	0	0	0
LOC105374023	105374023	0	0	0	0	0	0	0	0
ALCAM	214	2.001	1.115	1.871	6.652	3.07	2.518	1.73	4.91
CBLB	868	2.796	1.972	2.79	4.83	3.986	0.08685	0.2698	0.3109
LOC107986109	107986109	0	0	0.01982	0.02094	0	0	0	0
LOC105374024	105374024	0.1212	0.01566	0.03283	0	0	0	0.00863	0
LOC105374026	105374026	0	0	0	0	0	0	0	0
LOC105374027	105374027	0	0	0	0	0	0	0	0
LOC107986110	107986110	0	0	0.3341	0	0	0	0	0
LOC107986112	107986112	0	0	0	0	0	0	0	0
LOC101929485	101929485	0	0	0.01034	0	0	0	0	0
LOC105374029	105374029	0	0	0	0.005805	0	0	0	0
LOC101929534	101929534	0	0.03862	0	0	0	0	0	0
LOC107986021	107986021	0	0	0	0	0	0	0	0
LINC00882	100302640	0	0	0	0	0	0	0	0
DUBR	344595	0.816	0.1683	0.1677	0.3822	0.4595	0.01699	0.2227	1.396
CCDC54	84692	0	0	0	0.06252	0	0	0.02334	0
CCDC54-AS1	101929579	0	0	0	0	0	0	0.05943	0
LINC01990	101929607	0	0	0.1667	0	0	0	0	0
BBX	56987	1.6	0.9591	2.77	5.928	1.531	1.452	1.531	1.844
LINC00635	151658	0	0	0	0	0	0	0	0
LINC00636	285205	0	0	0	0	0	0	0	0
CD47	961	3.469	0.8121	2.128	3.818	2.5	1.728	2.213	3.092
LOC105374031	105374031	0.01721	0	0	0	0	0	0	0
LINC01215	101929623	0	0	0.02652	0.01401	0	0	0	0
IFT57	55081	2.052	0.3094	2.421	5.055	1.052	1.795	3.253	2.215
HHLA2	11148	0	0	0	0	0	0	0	0
MYH15	22989	0	0	0.02377	0.02009	0	0	0	0.004227
CIP2A	57650	0.07243	0.1306	1.266	1.207	0.7938	0.2759	0.8906	0.4564
DZIP3	9666	0.2396	0.2499	0.5629	1.619	0.09673	0.338	0.8747	0.9068
LOC105374033	105374033	0	0	0	0	0	0	0	0
LOC105374034	105374034	0	0	0	0	0	0	0	0
RETNLB	84666	0	0	0	0	0	0	0	0
TRAT1	50852	0	0	0	0	0	0	0	0
GUCA1C	9626	0	0	0	0	0	0	0	0
MORC1	27136	0	0	0	0	0	0	0	0
MORC1-AS1	100506506	0	0	0	0	0	0	0	0
C3orf85	401081	0	0	0	0	0	0	0	0
LINC00488	677779	0	0	0	0	0	0	0	0
DPPA2	151871	0	0	0	0	0	0	0	0
DPPA4	55211	0	0	0	0	0	0	0	0
LINC01205	401082	0	0	0	0	0	0	0	0
MIR4445	100616129	0	0	0	0	0	0	0	0
LOC105377811	105377811	0	0	0	0	0	0	0	0
LOC105374036	105374036	0	0	0	0	0	0	0	0
LOC105374037	105374037	0	0	0	0	0	0	0	0
LOC151760	151760	0	0	0	0	0	0	0.08651	0
NECTIN3-AS1	100506555	0	0	0	0	0	0	0	0
NECTIN3	25945	0.1469	0.0112	0.03994	0.06949	0.01882	0.002261	0.04076	0
LOC105374038	105374038	0	0	0	0	0	0	0	0
LOC105374039	105374039	0	0.04365	0	0	0	0	0	0
CD96	10225	0	0.01209	0.006338	0	0	0	0.007497	0
ZBED2	79413	0.1667	0	0	0	0.4699	0	0	0
PLCXD2	257068	0.6014	0	0.04947	0.2961	3.324	0	0.02601	0
PLCXD2-AS1	100874115	0	0.2109	0.3317	0.2725	1.575	0	0	0
PHLDB2	90102	0.369	0.3429	0.5229	1.208	1.935	0.1625	0.1246	0.02906
LOC107984087	107984087	0	0	0	0.3276	0	0	0	0
LOC105374040	105374040	0	0.07818	0.05738	0.1385	0	0	0	0
ABHD10	55347	3.153	1.829	2.195	6.888	3.62	1.324	3.296	1.94
TAGLN3	29114	0	0.1715	0	0.02374	0	0	0	0
TMPRSS7	344805	0.04212	0.06169	0	0	0	0	0	0
C3orf52	79669	0.3324	0.1121	0.5373	0.5888	0.26	0.139	0.1695	0.2687
MIR567	693152	0	0	0	0.3818	0	0	0	2.57
GCSAM	257144	0.639	0.1851	0.7709	0.5923	0.03599	0.2594	0.4592	0.1534
TBILA	112806053	0.3096	0.01744	0.2743	0.1545	0	0	0.1298	0.2601
SLC9C1	285335	0.1133	0	0.0232	0.04289	0	0.005582	0	0
LOC105374042	105374042	0	0	0	0	0	0	0	0
CD200	4345	0	0	0.1144	0	0	0	0	0.04068
LOC105374041	105374041	0	0	0	0	0	0	0	0
LOC112268446	112268446	0	0	0	0	0	0	0	0
BTLA	151888	0	0	0.008302	0	0	0.05594	0	0
ATG3	64422	4.227	1.968	6.456	9.819	6.994	5.187	9.625	4.997
SLC35A5	55032	0.6034	0.5577	1.329	5.207	0.3751	0.6578	1.036	2.95
LOC112268447	112268447	0.921	0.4222	0.138	0.2854	0	0.005533	0.004534	0
LINC01279	100506621	0.9359	0.4373	0.1642	0.3253	0	0.006586	0.005397	0
CCDC80	151887	2.546	2.696	2.06	1.683	0	0.01447	0.1304	0.2606
LINC02042	101929694	0	0	0	0.03705	0	0	0	0
MIR9900	113218483	0	0	0	0	0	0	0	0
CD200R1L-AS1	100129297	0	0	0	0	0	0	0	0
CD200R1L	344807	0	0.01286	0.02695	0.07119	0	0	0	0
CD200R1	131450	0.2135	0.9466	0.8012	3.059	0.4133	0	0.02872	0.6719
GTPBP8	29083	1.442	0.2423	0.5806	2.588	0.751	0.6113	0.8586	0.5162
NEPRO	25871	8.577	4.433	8.276	13.45	11.93	5.385	6.595	6.69
NEPRO-AS1	107986114	0.2132	0.07804	0.6648	0.4646	0.04097	0.07875	0.1533	0.04546
LOC107986113	107986113	0.01802	0.0132	0.04151	0.04385	0	0	0	0.0123
LINC02044	101929717	0	0.3779	0	0	0	0	0.09257	0
LOC102723430	102723430	0	0	0	0	0	0	0	0
BOC	91653	5.536	3.5	11.35	8.18	0.4088	1.104	1.04	0.8259
CFAP44	55779	0.5428	0.5001	1.653	0.7065	0.3365	1.339	0.09276	0.1434
CFAP44-AS1	100874029	0.06725	0.09849	0.05163	0.1636	0	0.04969	0.1222	0
MIR8076	102466253	0	0	0	0	0	0	0	0
SPICE1	152185	0.4812	0.3895	1.601	1.725	0.4326	0.8484	0.736	0.7087
SIDT1	54847	0	0	0.175	0.05478	0	0	0.2198	0
MIR4446	100616476	0	0	0	0	0	0	0	0
USF3	205717	2.237	0.7846	2.356	4.514	1.568	2.267	2.017	2.552
NAA50	80218	3.238	1.454	4.445	14.56	4.433	6.877	5.32	6.095
ATP6V1A	523	4.729	3.301	6.07	18.85	7.68	9.307	11.3	9.127
GRAMD1C	54762	0.2537	0.4216	1.191	2.833	0	0.5552	0.7089	1.225
ZDHHC23	254887	0.3018	0.6671	0.9616	1.588	0.04085	0.1346	0.3551	0.3847
CCDC191	57577	0.4574	0.1853	0.392	0.5726	0.4005	0.3051	0.1828	0.5789
